input_name,normalized,slug,found,method,confidence,source_url,saved_path,variants_tried,error
se godare,se godare,se_godare,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/81/La_Stampa_%281868-03-26%29_%28IA_lastampa_1868-03-26%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_godare.png,se godare,
se eurosport,se eurosport,se_eurosport,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8c/Isabel_Boltenstern_and_Valentina_Lizana_Wallner_hosts_Eurosport_2015-2016.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_eurosport.jpg,se eurosport,
se atg live,se atg,se_atg,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/82/ATG_LOGO.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_atg.jpg,se atg,
se svt1,se svt1,se_svt1,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/03/Kanal-1.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_svt1.jpg,se svt1,
se svt2,se svt2,se_svt2,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/16/IRIB_TV2_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_svt2.svg,se svt2,
se svt barn,se svt barn,se_svt_barn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/52/Barnkanalen_logo_2012.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_svt_barn.svg,se svt barn,
se kunskapskanalen,se kunskapskanalen,se_kunskapskanalen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1b/Television_companies_in_Sweden_by_viewing_share_2011.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_kunskapskanalen.svg,se kunskapskanalen,
se tv3,se tv3,se_tv3,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/91/TV3_Sweden_2009.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv3.svg,se tv3,
se tv6,se tv6,se_tv6,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/46/TV6_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv6.svg,se tv6,
se tv8,se tv8,se_tv8,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9c/TV8_logo_for_Sweden_and_Lithuania.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv8.png,se tv8,
se tv10,se tv10,se_tv10,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2b/TV10_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv10.svg,se tv10,
se kanal,se kanal,se_kanal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/74/Kanal-5-Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_kanal.svg,se kanal,
se tv4,se tv4,se_tv4,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1d/TV4-gruppen_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4.svg,se tv4,
se tv4 fakta,se tv4 fakta,se_tv4_fakta,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ef/TV4_Fakta_Logo_2023.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_fakta.svg,se tv4 fakta,
se tv4 film,se tv4 film,se_tv4_film,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ac/TV4_Film_Logo_2023.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_film.svg,se tv4 film,
se tv4 guld,se tv4 guld,se_tv4_guld,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c1/TV4_Guld_Logo_2023.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_guld.svg,se tv4 guld,
se tv4 sportkanalen,se tv4 sportkanalen,se_tv4_sportkanalen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fd/TV4_Sportkanalen_Logo_2023.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_sportkanalen.svg,se tv4 sportkanalen,
se tv4 hockey,se tv4 hockey,se_tv4_hockey,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7a/C_More_Hockey_Logo_2022.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_hockey.svg,se tv4 hockey,
se tv4 fotboll,se tv4 fotboll,se_tv4_fotboll,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/1/1d/TV4-gruppen_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_fotboll.svg,se tv4 fotboll | se tv4,
se tv4 motor,se tv4 motor,se_tv4_motor,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0d/Federal_Register_1961-05-09-_Vol_26_Iss_88_%28IA_sim_federal-register-find_1961-05-09_26_88%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_motor.png,se tv4 motor,
se tv4 tennis,se tv4 tennis,se_tv4_tennis,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0c/Glendale_Daily_Press_1923-03-01_%28IA_cgl_002046%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4_tennis.png,se tv4 tennis,
se tv4 sport live,se tv4,se_tv4,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv4.svg,,
se tv12,se tv12,se_tv12,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/89/TV12-logo-2015.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_tv12.png,se tv12,
se sjuan,se sjuan,se_sjuan,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c6/Se%C3%B1or._En_la_suplica_q%CC%83_a_V._Mag._se_%C3%A0_hecho_por_algunos_memoriales%2C_se_%C3%A0_ponderado_los_graues_inconueni%E1%BA%BDtes_que_ocasiona_el_nueuo_tributo_que_sobre_los_libros_se_%C3%A0_impuesto_..._%29_%28IA_A11111060%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_sjuan.png,se sjuan,
se sf-kanalen,se sf kanalen,se_sf_kanalen,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/19/Television_companies_in_Sweden_by_viewing_share_2014.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_sf_kanalen.svg,se sf kanalen,
se v sport,se v,se_v,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f1/Vanadium_crystal_bar_and_1cm3_cube.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v.jpg,se v,
se v sport premium,se v premium,se_v_premium,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/12/1896_premium_catalogue_Bee_soap_-_over_300_different_articles_for_Bee_soap_wrappers%2C_The_%28IA_1896premiumcatal00colg%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_premium.png,se v premium,
se v sport fotboll,se v fotboll,se_v_fotboll,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/42/Football_in_Bloomington%2C_Indiana%2C_1995.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_fotboll.jpg,se v fotboll,
se v sport vinter,se v vinter,se_v_vinter,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/8e/Njommelsaska_i_Lappland_by_Carl_Svantje_Hallbeck.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_vinter.jpg,se v vinter,
se v sport golf,se v golf,se_v_golf,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/ee/Acregate_Golf_Clubhouse%2C_William_Wroe_Golf_Course%2C_Pennybridge_Lane%2C_Urmston.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_golf.jpg,se v golf,
se v sport extra,se v extra,se_v_extra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/ac/British_Virgin_Islands.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_extra.jpg,se v extra,
se v sport motor,se v motor,se_v_motor,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7e/Hyundai_Ioniq_Hybrid_at_Cabanatuan.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_motor.jpg,se v motor,
se v sport ultra,se v ultra,se_v_ultra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/08/Charlottesville_%27Unite_the_Right%27_Rally_%2835780274914%29_crop.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_ultra.jpg,se v ultra,
se mtv,se mtv,se_mtv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/5b/MTV_logo_red.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_mtv.png,se mtv,
se sky showtime,se sky showtime,se_sky_showtime,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_sky_showtime.jpg,sky,
se v film action,se v film action,se_v_film_action,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a2/Viasat_film_logo_2022.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_film_action.png,se v film action,
se v film family,se v film family,se_v_film_family,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/a/a2/Viasat_film_logo_2022.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_film_family.png,se v film family,
se v film hits,se v film hits,se_v_film_hits,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d2/The_Film_Daily%2C_Jul-Dec_1932.djvu,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_film_hits.png,se v film hits,
se v film premiere,se v film premiere,se_v_film_premiere,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/6e/Golda_Meir_%281964%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_film_premiere.jpg,se v film premiere,
se v series,se v series,se_v_series,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/15/Lake_Tight_%28Pleistocene%29_%E2%80%93_GIS_Reconstruction.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_v_series.jpg,se v series,
se viasat history,se viasat history,se_viasat_history,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/99/Polsat_Viasat_History_logo_SVG.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_viasat_history.svg,se viasat history,
se viasat explorer,se viasat explorer,se_viasat_explorer,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/19/Television_companies_in_Sweden_by_viewing_share_2014.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_viasat_explorer.svg,se viasat explorer,
se viasat nature,se viasat nature,se_viasat_nature,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/19/Television_companies_in_Sweden_by_viewing_share_2014.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\se_viasat_nature.svg,se viasat nature,
is vodafone sport,is vodafone,is_vodafone,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e9/Newbury%2C_New_Vodafone_Headquarters_-_geograph.org.uk_-_5590.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\is_vodafone.jpg,is vodafone,
is rúv,is rúv,is_rúv,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/11/R%C3%9AV_ohf_2019_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\is_rúv.svg,is rúv,
is stöð,is stöð,is_stöð,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0c/St%C3%B6%C3%B0-2-Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\is_stöð.svg,is stöð,
is stöð sport,is stöð,is_stöð,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\is_stöð.svg,,
is stöð bd,is stöð bd,is_stöð_bd,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/36/Familien_Waagepetersen_1830_by_Wilhelm_Bendz.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\is_stöð_bd.jpg,is stöð bd,
is siminn sport,is siminn,is_siminn,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/5a/Siminn_Logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\is_siminn.svg,is siminn,
plnal+,plnal+,plnal,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c8/Federal_Register_1961-02-09-_Vol_26_Iss_26_%28IA_sim_federal-register-find_1961-02-09_26_26%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\plnal.png,plnal+,
plnal+ sport,plnal+,plnal,True,cache_exists,1.0,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\plnal.png,,
pl eleven sports,pl eleven,pl_eleven,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b8/Eleven_Sports_1_logo.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pl_eleven.jpg,pl eleven,
pl eurosport,pl eurosport,pl_eurosport,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/1/1d/Eurosport_360_Logo_%282011-2015%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pl_eurosport.svg,pl eurosport,
pl polsat sport,pl polsat,pl_polsat,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b4/Polsat_Sport_extra_HD_logo.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pl_polsat.jpg,pl polsat,
pl polsat sport fight,pl polsat fight,pl_polsat_fight,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0d/Polsat_Sport_News_HD_logo.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pl_polsat_fight.jpg,pl polsat fight,
pl polsat sport premium,pl polsat premium,pl_polsat_premium,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/c5/Polsat_Sport_Premium_2_2021_gradient.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pl_polsat_premium.svg,pl polsat premium,
pl tvp sport,pl tvp,pl_tvp,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/32/TVP_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\pl_tvp.svg,pl tvp,
ro digi sport,ro digi,ro_digi,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/7/7a/Logo_Digi_24_%282023%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\ro_digi.svg,ro digi,
nz sky sport,nz sky,nz_sky,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nz_sky.jpg,sky,
nz sky sport | epl | bou v mun | liv v tot,nz sky epl bou v mun liv v tot,nz_sky_epl_bou_v_mun_liv_v_tot,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nz_sky_epl_bou_v_mun_liv_v_tot.jpg,sky,
nz sky sport select,nz sky select,nz_sky_select,True,master_reuse:sky,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\nz_sky_select.jpg,sky,
au fox sports,au fox,au_fox,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/2d/Jessica_Fox%2C_Rio_2016.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\au_fox.jpg,au fox,
au bein sports,au bein,au_bein,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/d/d4/BeIN_Sports_logo_%28horizontal_version%29.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\au_bein.svg,au bein,
au espn,au espn,au_espn,True,master_reuse:espn,0.6,,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\au_espn.png,espn,
optus sport,optus,optus,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/c/ca/Optus_logo.svg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\optus.svg,optus,
xtra,xtra,xtra,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/3/30/OBI_Xtra-2021_BB5.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\xtra.jpg,xtra,
peacock,peacock,peacock,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/fe/White_Peacock%2C_Palmitos_Park%2C_May_2018.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\peacock.jpg,peacock,
now sports pl | epl | bou v mun | liv v tot,now pl epl bou v mun liv v tot,now_pl_epl_bou_v_mun_liv_v_tot,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/5/51/Restart_Europe_Now%21_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\now_pl_epl_bou_v_mun_liv_v_tot.png,now pl epl bou v mun liv v tot | now pl,
now sports pl,now pl,now_pl,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/5/51/Restart_Europe_Now%21_logo.png,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\now_pl.png,now pl,
hub premier | epl | bou v mun | liv v tot,hub premier epl bou v mun liv v tot,hub_premier_epl_bou_v_mun_liv_v_tot,True,commons_search,0.7,https://upload.wikimedia.org/wikipedia/commons/f/ff/Hub_by_Premier_Inn_Edinburgh_City_Centre_%28Rose_Street%29_Hotel_Edinburgh_Dn_ideann_Scotland_Alba_UK_%2841158717472%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\hub_premier_epl_bou_v_mun_liv_v_tot.jpg,hub premier epl bou v mun liv v tot | hub premier,
hub premier,hub premier,hub_premier,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/ff/Hub_by_Premier_Inn_Edinburgh_City_Centre_%28Rose_Street%29_Hotel_Edinburgh_Dn_ideann_Scotland_Alba_UK_%2841158717472%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\hub_premier.jpg,hub premier,
amazon,amazon,amazon,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/b/b8/Amazon_Kingfisher_%2827012341489%29.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\amazon.jpg,amazon,
efl blackburn rovers,efl blackburn rovers,efl_blackburn_rovers,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/2/20/Victoria_Daily_Times_%281924-03-15%29_%28IA_victoriadailytimes19240315%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_blackburn_rovers.png,efl blackburn rovers,
efl bristol city,efl bristol city,efl_bristol_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/0/0d/Of_the_Hotwell_waters_near_Bristol_%28IA_b21440360%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_bristol_city.png,efl bristol city,
efl burnley,efl burnley,efl_burnley,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e4/On_municipal_and_national_trading_%28IA_cu31924032474623%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_burnley.png,efl burnley,
efl coventry city,efl coventry city,efl_coventry_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e4/EFL_Trophy_Final_2017_-_Outside_stadium_1.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_coventry_city.jpg,efl coventry city,
efl derby county,efl derby county,efl_derby_county,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/f/f1/First_report_of_the_Derbyshire_County_Pauper_Lunatic_Asylum_%28electronic_resource%29_%28IA_b21292292%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_derby_county.png,efl derby county,
efl hull city,efl hull city,efl_hull_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/4/49/Manchester_United_v_Hull_City%2C_January_2017_%2808%29.JPG,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_hull_city.jpg,efl hull city,
efl leeds united,efl leeds united,efl_leeds_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/8/86/The_retrospective_address%2C_delivered_at_the_eleventh_anniversary_meeting_of_the_Provincial_Medical_and_Surgical_Association%2C_held_at_Leeds%2C_August_2nd_and_3rd%2C_1843_%28electronic_resource%29_%28IA_b2147591x%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_leeds_united.png,efl leeds united,
efl luton town,efl luton town,efl_luton_town,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/95/International_record_of_medicine_%28IA_internationalrec75wash%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_luton_town.png,efl luton town,
efl middlesbrough,efl middlesbrough,efl_middlesbrough,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/9e/Organised_produce_markets_%28IA_cu31924031046083%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_middlesbrough.png,efl middlesbrough,
efl millwall,efl millwall,efl_millwall,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/9/91/Work_and_wages%2C_the_reward_of_labour_and_the_cost_of_work%2C_founded_on_the_experiences_of_the_late_Mr._Brassey_%28IA_cu31924002235681%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_millwall.png,efl millwall,
efl norwich city,efl norwich city,efl_norwich_city,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/6/69/Catholic_Albany_-_an_illustrated_history_of_the_Catholic_churches_and_Catholic_religious%2C_benevolent_and_educational_institutions_of_the_city_of_Albany_%28IA_cu31924029381906%29.pdf,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_norwich_city.png,efl norwich city,
efl oxford united,efl oxford united,efl_oxford_united,True,commons_search,0.8,https://upload.wikimedia.org/wikipedia/commons/e/e4/EFL_Trophy_Final_2017_-_Outside_stadium_1.jpg,C:\Users\Plex\PycharmProjects\PeakDecline\static\img\logos\efl_oxford_united.jpg,efl oxford united,
